country,league,home_team,home_buildUpPlaySpeed,home_buildUpPlayDribbling,home_buildUpPlayPassing,home_chanceCreationPassing,home_chanceCreationCrossing,home_chanceCreationShooting,home_defencePressure,home_defenceAggression,home_defenceTeamWidth,away_team,away_buildUpPlaySpeed,away_buildUpPlayDribbling,away_buildUpPlayPassing,away_chanceCreationPassing,away_chanceCreationCrossing,away_chanceCreationShooting,away_defencePressure,away_defenceAggression,away_defenceTeamWidth,result,reward
4769,4769,9831,48,,66,49,51,34,26,47,64,9827,49,,37,49,64,51,44,46,49,2,2.2
4769,4769,9847,49,,41,62,52,60,49,46,52,8639,34,,23,63,52,49,58,56,48,1,0.5
4769,4769,9837,61,,48,48,52,50,33,44,50,9941,49,,53,52,34,36,36,45,49,3,2
4769,4769,9851,64,,41,49,52,64,46,44,51,8592,48,,50,49,51,48,44,48,51,3,2.1
4769,4769,9853,49,,52,48,52,52,35,44,50,7794,50,,50,50,51,49,44,45,50,1,0.53
4769,4769,10242,49,,51,52,49,49,43,42,52,8521,64,,62,49,53,66,44,34,51,1,1
4769,4769,9873,49,,50,51,60,61,43,57,51,9748,49,,52,49,54,67,46,47,47,2,1.3
4769,4769,8576,59,,52,48,34,52,38,47,53,9748,49,,52,49,54,67,46,47,47,1,2.75
4769,4769,7794,50,,50,50,51,49,44,45,50,4087,53,,44,52,52,64,47,56,50,3,2.1
4769,4769,9827,49,,37,49,64,51,44,46,49,9873,49,,50,51,60,61,43,57,51,1,0.75
4769,4769,8521,64,,62,49,53,66,44,34,51,9831,48,,66,49,51,34,26,47,64,2,1.3
4769,4769,8639,34,,23,63,52,49,58,56,48,10242,49,,51,52,49,49,43,42,52,3,3.5
4769,4769,8689,60,,42,48,53,64,43,47,48,9851,64,,41,49,52,64,46,44,51,3,2.2
4769,4769,8592,48,,50,49,51,48,44,48,51,8481,49,,49,52,53,67,43,46,50,2,6.5
4769,4769,10249,52,,47,48,49,52,34,43,37,9837,61,,48,48,52,50,33,44,50,1,0.44
4769,4769,9874,63,,39,63,72,49,54,43,49,9853,49,,52,48,52,52,35,44,50,2,1.15
4769,4769,9941,49,,53,52,34,36,36,45,49,9847,49,,41,62,52,60,49,46,52,2,0.8
4769,4769,8576,59,,52,48,34,52,38,47,53,9827,49,,37,49,64,51,44,46,49,1,2.2
4769,4769,4087,53,,44,52,52,64,47,56,50,8592,48,,50,49,51,48,44,48,51,3,2.2
4769,4769,9748,49,,52,49,54,67,46,47,47,8639,34,,23,63,52,49,58,56,48,2,2.8
4769,4769,8481,49,,49,52,53,67,43,46,50,9837,61,,48,48,52,50,33,44,50,2,3.2
4769,4769,9831,48,,66,49,51,34,26,47,64,8689,60,,42,48,53,64,43,47,48,3,2.2
4769,4769,9847,49,,41,62,52,60,49,46,52,7794,50,,50,50,51,49,44,45,50,1,0.17
4769,4769,9851,64,,41,49,52,64,46,44,51,9941,49,,53,52,34,36,36,45,49,1,1.1
4769,4769,9853,49,,52,48,52,52,35,44,50,10249,52,,47,48,49,52,34,43,37,1,1
4769,4769,10242,49,,51,52,49,49,43,42,52,9874,63,,39,63,72,49,54,43,49,3,2.2
4769,4769,9873,49,,50,51,60,61,43,57,51,8521,64,,62,49,53,66,44,34,51,1,0.62
4769,4769,7794,50,,50,50,51,49,44,45,50,9831,48,,66,49,51,34,26,47,64,2,1.9
4769,4769,9827,49,,37,49,64,51,44,46,49,9748,49,,52,49,54,67,46,47,47,2,2.4
4769,4769,8521,64,,62,49,53,66,44,34,51,8576,59,,52,48,34,52,38,47,53,3,2
4769,4769,8639,34,,23,63,52,49,58,56,48,9851,64,,41,49,52,64,46,44,51,1,0.91
4769,4769,8689,60,,42,48,53,64,43,47,48,4087,53,,44,52,52,64,47,56,50,1,0.83
4769,4769,8592,48,,50,49,51,48,44,48,51,9873,49,,50,51,60,61,43,57,51,1,0.57
4769,4769,10249,52,,47,48,49,52,34,43,37,8481,49,,49,52,53,67,43,46,50,1,0.5
4769,4769,9837,61,,48,48,52,50,33,44,50,9853,49,,52,48,52,52,35,44,50,3,2.1
4769,4769,9874,63,,39,63,72,49,54,43,49,9847,49,,41,62,52,60,49,46,52,1,6.5
4769,4769,9941,49,,53,52,34,36,36,45,49,10242,49,,51,52,49,49,43,42,52,3,2.5
4769,4769,8576,59,,52,48,34,52,38,47,53,8639,34,,23,63,52,49,58,56,48,2,1.2
4769,4769,9827,49,,37,49,64,51,44,46,49,8521,64,,62,49,53,66,44,34,51,2,7
4769,4769,4087,53,,44,52,52,64,47,56,50,10249,52,,47,48,49,52,34,43,37,2,1.5
4769,4769,9748,49,,52,49,54,67,46,47,47,8689,60,,42,48,53,64,43,47,48,1,0.67
4769,4769,8481,49,,49,52,53,67,43,46,50,9853,49,,52,48,52,52,35,44,50,2,1.2
4769,4769,9831,48,,66,49,51,34,26,47,64,9837,61,,48,48,52,50,33,44,50,1,0.62
4769,4769,9847,49,,41,62,52,60,49,46,52,8592,48,,50,49,51,48,44,48,51,1,0.5
4769,4769,9851,64,,41,49,52,64,46,44,51,9874,63,,39,63,72,49,54,43,49,3,2.6
4769,4769,10242,49,,51,52,49,49,43,42,52,7794,50,,50,50,51,49,44,45,50,3,2.25
4769,4769,9873,49,,50,51,60,61,43,57,51,9941,49,,53,52,34,36,36,45,49,3,2.1
4769,4769,7794,50,,50,50,51,49,44,45,50,8576,59,,52,48,34,52,38,47,53,1,1.25
4769,4769,8521,64,,62,49,53,66,44,34,51,9748,49,,52,49,54,67,46,47,47,3,2.3
4769,4769,8639,34,,23,63,52,49,58,56,48,9827,49,,37,49,64,51,44,46,49,1,0.91
4769,4769,8689,60,,42,48,53,64,43,47,48,9873,49,,50,51,60,61,43,57,51,3,2.2
4769,4769,8592,48,,50,49,51,48,44,48,51,10242,49,,51,52,49,49,43,42,52,1,0.44
4769,4769,10249,52,,47,48,49,52,34,43,37,9851,64,,41,49,52,64,46,44,51,1,1
4769,4769,9837,61,,48,48,52,50,33,44,50,9847,49,,41,62,52,60,49,46,52,1,6
4769,4769,9853,49,,52,48,52,52,35,44,50,9831,48,,66,49,51,34,26,47,64,1,0.75
4769,4769,9874,63,,39,63,72,49,54,43,49,8481,49,,49,52,53,67,43,46,50,2,2.8
4769,4769,9941,49,,53,52,34,36,36,45,49,4087,53,,44,52,52,64,47,56,50,3,2.4
4769,4769,8576,59,,52,48,34,52,38,47,53,8689,60,,42,48,53,64,43,47,48,1,1.88
4769,4769,9827,49,,37,49,64,51,44,46,49,7794,50,,50,50,51,49,44,45,50,1,0.44
4769,4769,8521,64,,62,49,53,66,44,34,51,9941,49,,53,52,34,36,36,45,49,2,1.6
4769,4769,4087,53,,44,52,52,64,47,56,50,9874,63,,39,63,72,49,54,43,49,1,1.1
4769,4769,9748,49,,52,49,54,67,46,47,47,8592,48,,50,49,51,48,44,48,51,3,2.3
4769,4769,9831,48,,66,49,51,34,26,47,64,10249,52,,47,48,49,52,34,43,37,1,1.5
4769,4769,9847,49,,41,62,52,60,49,46,52,8481,49,,49,52,53,67,43,46,50,1,0.18
4769,4769,9851,64,,41,49,52,64,46,44,51,9853,49,,52,48,52,52,35,44,50,3,2.2
4769,4769,10242,49,,51,52,49,49,43,42,52,9837,61,,48,48,52,50,33,44,50,1,1.05
4769,4769,9873,49,,50,51,60,61,43,57,51,8639,34,,23,63,52,49,58,56,48,2,1.2
4769,4769,7794,50,,50,50,51,49,44,45,50,9748,49,,52,49,54,67,46,47,47,1,3
4769,4769,8639,34,,23,63,52,49,58,56,48,4087,53,,44,52,52,64,47,56,50,2,7
4769,4769,8689,60,,42,48,53,64,43,47,48,8521,64,,62,49,53,66,44,34,51,1,0.62
4769,4769,8592,48,,50,49,51,48,44,48,51,8576,59,,52,48,34,52,38,47,53,3,3
4769,4769,10249,52,,47,48,49,52,34,43,37,10242,49,,51,52,49,49,43,42,52,3,3
4769,4769,8481,49,,49,52,53,67,43,46,50,9831,48,,66,49,51,34,26,47,64,1,1.9
4769,4769,9837,61,,48,48,52,50,33,44,50,9851,64,,41,49,52,64,46,44,51,1,1.88
4769,4769,9853,49,,52,48,52,52,35,44,50,9847,49,,41,62,52,60,49,46,52,3,2
4769,4769,9874,63,,39,63,72,49,54,43,49,9873,49,,50,51,60,61,43,57,51,3,2.1
4769,4769,9941,49,,53,52,34,36,36,45,49,9827,49,,37,49,64,51,44,46,49,3,2
4769,4769,4087,53,,44,52,52,64,47,56,50,9748,49,,52,49,54,67,46,47,47,3,2.2
4769,4769,10249,52,,47,48,49,52,34,43,37,8592,48,,50,49,51,48,44,48,51,2,2.2
4769,4769,8481,49,,49,52,53,67,43,46,50,9941,49,,53,52,34,36,36,45,49,2,2.1
4769,4769,9831,48,,66,49,51,34,26,47,64,8639,34,,23,63,52,49,58,56,48,3,2.2
4769,4769,9847,49,,41,62,52,60,49,46,52,9827,49,,37,49,64,51,44,46,49,3,2.6
4769,4769,9837,61,,48,48,52,50,33,44,50,9874,63,,39,63,72,49,54,43,49,1,1.15
4769,4769,9851,64,,41,49,52,64,46,44,51,7794,50,,50,50,51,49,44,45,50,1,0.83
4769,4769,9853,49,,52,48,52,52,35,44,50,8521,64,,62,49,53,66,44,34,51,1,0.7
4769,4769,10242,49,,51,52,49,49,43,42,52,8689,60,,42,48,53,64,43,47,48,3,2
4769,4769,9873,49,,50,51,60,61,43,57,51,8576,59,,52,48,34,52,38,47,53,1,0.83
4769,4769,8576,59,,52,48,34,52,38,47,53,9941,49,,53,52,34,36,36,45,49,2,1.88
4769,4769,9827,49,,37,49,64,51,44,46,49,8689,60,,42,48,53,64,43,47,48,3,2.2
4769,4769,8521,64,,62,49,53,66,44,34,51,8639,34,,23,63,52,49,58,56,48,2,0.8
4769,4769,4087,53,,44,52,52,64,47,56,50,9837,61,,48,48,52,50,33,44,50,3,2.1
4769,4769,9748,49,,52,49,54,67,46,47,47,9874,63,,39,63,72,49,54,43,49,2,6
4769,4769,9831,48,,66,49,51,34,26,47,64,8592,48,,50,49,51,48,44,48,51,2,1.7
4769,4769,9847,49,,41,62,52,60,49,46,52,10249,52,,47,48,49,52,34,43,37,1,0.57
4769,4769,9851,64,,41,49,52,64,46,44,51,8481,49,,49,52,53,67,43,46,50,2,4
4769,4769,10242,49,,51,52,49,49,43,42,52,9853,49,,52,48,52,52,35,44,50,3,2.25
4769,4769,9873,49,,50,51,60,61,43,57,51,7794,50,,50,50,51,49,44,45,50,2,3.5
4769,4769,7794,50,,50,50,51,49,44,45,50,8521,64,,62,49,53,66,44,34,51,1,0.85
4769,4769,8639,34,,23,63,52,49,58,56,48,8689,60,,42,48,53,64,43,47,48,1,0.67
4769,4769,8592,48,,50,49,51,48,44,48,51,9827,49,,37,49,64,51,44,46,49,1,0.85
4769,4769,10249,52,,47,48,49,52,34,43,37,9873,49,,50,51,60,61,43,57,51,1,0.57
4769,4769,8481,49,,49,52,53,67,43,46,50,10242,49,,51,52,49,49,43,42,52,1,1.05
4769,4769,9837,61,,48,48,52,50,33,44,50,9748,49,,52,49,54,67,46,47,47,1,2.8
4769,4769,9851,64,,41,49,52,64,46,44,51,9847,49,,41,62,52,60,49,46,52,2,1.25
4769,4769,9853,49,,52,48,52,52,35,44,50,4087,53,,44,52,52,64,47,56,50,1,0.45
4769,4769,9874,63,,39,63,72,49,54,43,49,8576,59,,52,48,34,52,38,47,53,3,2.2
4769,4769,9941,49,,53,52,34,36,36,45,49,9831,48,,66,49,51,34,26,47,64,2,3
4769,4769,8576,59,,52,48,34,52,38,47,53,8481,49,,49,52,53,67,43,46,50,3,2.1
4769,4769,9827,49,,37,49,64,51,44,46,49,10249,52,,47,48,49,52,34,43,37,1,1.25
4769,4769,8521,64,,62,49,53,66,44,34,51,9837,61,,48,48,52,50,33,44,50,2,1.9
4769,4769,4087,53,,44,52,52,64,47,56,50,9851,64,,41,49,52,64,46,44,51,1,1.5
4769,4769,8639,34,,23,63,52,49,58,56,48,8592,48,,50,49,51,48,44,48,51,3,2.2
4769,4769,8689,60,,42,48,53,64,43,47,48,7794,50,,50,50,51,49,44,45,50,1,0.95
4769,4769,9748,49,,52,49,54,67,46,47,47,9941,49,,53,52,34,36,36,45,49,1,0.91
4769,4769,9831,48,,66,49,51,34,26,47,64,9874,63,,39,63,72,49,54,43,49,1,0.83
4769,4769,10242,49,,51,52,49,49,43,42,52,9847,49,,41,62,52,60,49,46,52,2,0.62
4769,4769,9873,49,,50,51,60,61,43,57,51,9853,49,,52,48,52,52,35,44,50,3,2.3
4769,4769,7794,50,,50,50,51,49,44,45,50,8639,34,,23,63,52,49,58,56,48,2,1.2
4769,4769,8592,48,,50,49,51,48,44,48,51,8521,64,,62,49,53,66,44,34,51,1,0.36
4769,4769,10249,52,,47,48,49,52,34,43,37,9748,49,,52,49,54,67,46,47,47,2,2.1
4769,4769,8481,49,,49,52,53,67,43,46,50,4087,53,,44,52,52,64,47,56,50,1,1.15
4769,4769,9847,49,,41,62,52,60,49,46,52,9831,48,,66,49,51,34,26,47,64,1,0.45
4769,4769,9837,61,,48,48,52,50,33,44,50,9873,49,,50,51,60,61,43,57,51,2,2.5
4769,4769,9851,64,,41,49,52,64,46,44,51,10242,49,,51,52,49,49,43,42,52,2,3.5
4769,4769,9853,49,,52,48,52,52,35,44,50,8576,59,,52,48,34,52,38,47,53,1,0.44
4769,4769,9874,63,,39,63,72,49,54,43,49,9827,49,,37,49,64,51,44,46,49,3,2
4769,4769,9941,49,,53,52,34,36,36,45,49,8689,60,,42,48,53,64,43,47,48,2,2.75
4769,4769,8576,59,,52,48,34,52,38,47,53,10249,52,,47,48,49,52,34,43,37,1,2.1
4769,4769,7794,50,,50,50,51,49,44,45,50,9941,49,,53,52,34,36,36,45,49,3,2.1
4769,4769,9827,49,,37,49,64,51,44,46,49,9837,61,,48,48,52,50,33,44,50,3,2.5
4769,4769,8521,64,,62,49,53,66,44,34,51,9851,64,,41,49,52,64,46,44,51,2,1.7
4769,4769,4087,53,,44,52,52,64,47,56,50,9847,49,,41,62,52,60,49,46,52,2,0.7
4769,4769,8639,34,,23,63,52,49,58,56,48,9874,63,,39,63,72,49,54,43,49,3,3.75
4769,4769,8689,60,,42,48,53,64,43,47,48,8592,48,,50,49,51,48,44,48,51,2,1.4
4769,4769,9748,49,,52,49,54,67,46,47,47,9853,49,,52,48,52,52,35,44,50,3,2.1
4769,4769,9831,48,,66,49,51,34,26,47,64,10242,49,,51,52,49,49,43,42,52,1,0.8
4769,4769,9873,49,,50,51,60,61,43,57,51,8481,49,,49,52,53,67,43,46,50,3,2.1
4769,4769,8592,48,,50,49,51,48,44,48,51,7794,50,,50,50,51,49,44,45,50,1,0.53
4769,4769,10249,52,,47,48,49,52,34,43,37,8521,64,,62,49,53,66,44,34,51,1,0.45
4769,4769,8481,49,,49,52,53,67,43,46,50,9748,49,,52,49,54,67,46,47,47,2,1.6
4769,4769,9847,49,,41,62,52,60,49,46,52,9873,49,,50,51,60,61,43,57,51,3,5.5
4769,4769,9837,61,,48,48,52,50,33,44,50,8576,59,,52,48,34,52,38,47,53,3,2
4769,4769,9851,64,,41,49,52,64,46,44,51,9831,48,,66,49,51,34,26,47,64,2,1.8
4769,4769,9853,49,,52,48,52,52,35,44,50,9827,49,,37,49,64,51,44,46,49,3,2.8
4769,4769,9874,63,,39,63,72,49,54,43,49,8689,60,,42,48,53,64,43,47,48,1,1
4769,4769,9941,49,,53,52,34,36,36,45,49,8639,34,,23,63,52,49,58,56,48,1,2.75
4769,4769,10242,49,,51,52,49,49,43,42,52,4087,53,,44,52,52,64,47,56,50,1,1.38
4769,4769,8576,59,,52,48,34,52,38,47,53,10242,49,,51,52,49,49,43,42,52,2,2.4
4769,4769,7794,50,,50,50,51,49,44,45,50,10249,52,,47,48,49,52,34,43,37,1,1.3
4769,4769,9827,49,,37,49,64,51,44,46,49,8481,49,,49,52,53,67,43,46,50,1,1.2
4769,4769,8521,64,,62,49,53,66,44,34,51,9874,63,,39,63,72,49,54,43,49,2,1.7
4769,4769,4087,53,,44,52,52,64,47,56,50,9831,48,,66,49,51,34,26,47,64,1,1.55
4769,4769,8639,34,,23,63,52,49,58,56,48,9837,61,,48,48,52,50,33,44,50,1,0.36
4769,4769,8689,60,,42,48,53,64,43,47,48,9853,49,,52,48,52,52,35,44,50,1,2.6
4769,4769,9748,49,,52,49,54,67,46,47,47,9847,49,,41,62,52,60,49,46,52,2,1.15
4769,4769,8592,48,,50,49,51,48,44,48,51,9941,49,,53,52,34,36,36,45,49,1,0.73
4769,4769,9873,49,,50,51,60,61,43,57,51,9851,64,,41,49,52,64,46,44,51,1,1.15
4769,4769,4087,53,,44,52,52,64,47,56,50,9873,49,,50,51,60,61,43,57,51,1,0.67
4769,4769,10249,52,,47,48,49,52,34,43,37,8639,34,,23,63,52,49,58,56,48,3,2.5
4769,4769,8481,49,,49,52,53,67,43,46,50,7794,50,,50,50,51,49,44,45,50,2,5
4769,4769,9831,48,,66,49,51,34,26,47,64,9748,49,,52,49,54,67,46,47,47,3,2.1
4769,4769,9847,49,,41,62,52,60,49,46,52,8521,64,,62,49,53,66,44,34,51,1,0.14
4769,4769,9837,61,,48,48,52,50,33,44,50,8689,60,,42,48,53,64,43,47,48,1,1.05
4769,4769,9851,64,,41,49,52,64,46,44,51,8576,59,,52,48,34,52,38,47,53,3,2.2
4769,4769,9853,49,,52,48,52,52,35,44,50,8592,48,,50,49,51,48,44,48,51,1,0.8
4769,4769,9874,63,,39,63,72,49,54,43,49,9941,49,,53,52,34,36,36,45,49,2,2.8
4769,4769,10242,49,,51,52,49,49,43,42,52,9827,49,,37,49,64,51,44,46,49,1,1
4769,4769,8576,59,,52,48,34,52,38,47,53,9831,48,,66,49,51,34,26,47,64,2,1.1
4769,4769,7794,50,,50,50,51,49,44,45,50,9874,63,,39,63,72,49,54,43,49,3,1.4
4769,4769,9827,49,,37,49,64,51,44,46,49,4087,53,,44,52,52,64,47,56,50,1,0.95
4769,4769,8521,64,,62,49,53,66,44,34,51,8481,49,,49,52,53,67,43,46,50,2,1.8
4769,4769,8639,34,,23,63,52,49,58,56,48,9853,49,,52,48,52,52,35,44,50,3,2.4
4769,4769,8689,60,,42,48,53,64,43,47,48,9847,49,,41,62,52,60,49,46,52,2,0.85
4769,4769,9748,49,,52,49,54,67,46,47,47,9851,64,,41,49,52,64,46,44,51,1,0.33
4769,4769,8592,48,,50,49,51,48,44,48,51,9837,61,,48,48,52,50,33,44,50,3,2.8
4769,4769,9941,49,,53,52,34,36,36,45,49,10249,52,,47,48,49,52,34,43,37,1,1.38
4769,4769,9873,49,,50,51,60,61,43,57,51,10242,49,,51,52,49,49,43,42,52,1,1.63
4769,4769,8576,59,,52,48,34,52,38,47,53,4087,53,,44,52,52,64,47,56,50,1,1.4
4769,4769,7794,50,,50,50,51,49,44,45,50,9853,49,,52,48,52,52,35,44,50,2,2.1
4769,4769,9827,49,,37,49,64,51,44,46,49,9831,48,,66,49,51,34,26,47,64,3,2.6
4769,4769,8521,64,,62,49,53,66,44,34,51,10242,49,,51,52,49,49,43,42,52,1,1.15
4769,4769,8689,60,,42,48,53,64,43,47,48,8481,49,,49,52,53,67,43,46,50,1,1
4769,4769,9748,49,,52,49,54,67,46,47,47,9873,49,,50,51,60,61,43,57,51,1,0.62
4769,4769,8592,48,,50,49,51,48,44,48,51,9851,64,,41,49,52,64,46,44,51,1,0.91
4769,4769,9874,63,,39,63,72,49,54,43,49,10249,52,,47,48,49,52,34,43,37,2,1.15
4769,4769,9941,49,,53,52,34,36,36,45,49,9837,61,,48,48,52,50,33,44,50,3,2.5
4769,4769,8639,34,,23,63,52,49,58,56,48,9847,49,,41,62,52,60,49,46,52,2,1.6
4769,4769,4087,53,,44,52,52,64,47,56,50,7794,50,,50,50,51,49,44,45,50,1,1.3
4769,4769,9748,49,,52,49,54,67,46,47,47,8576,59,,52,48,34,52,38,47,53,1,0.44
4769,4769,8481,49,,49,52,53,67,43,46,50,8592,48,,50,49,51,48,44,48,51,2,1.25
4769,4769,9831,48,,66,49,51,34,26,47,64,8521,64,,62,49,53,66,44,34,51,1,1
4769,4769,9847,49,,41,62,52,60,49,46,52,9941,49,,53,52,34,36,36,45,49,1,0.4
4769,4769,9837,61,,48,48,52,50,33,44,50,10249,52,,47,48,49,52,34,43,37,1,2.4
4769,4769,9851,64,,41,49,52,64,46,44,51,8689,60,,42,48,53,64,43,47,48,2,3.75
4769,4769,9853,49,,52,48,52,52,35,44,50,9874,63,,39,63,72,49,54,43,49,2,6.5
4769,4769,10242,49,,51,52,49,49,43,42,52,8639,34,,23,63,52,49,58,56,48,3,2.2
4769,4769,9873,49,,50,51,60,61,43,57,51,9827,49,,37,49,64,51,44,46,49,3,2
4769,4769,7794,50,,50,50,51,49,44,45,50,9847,49,,41,62,52,60,49,46,52,2,0.67
4769,4769,9827,49,,37,49,64,51,44,46,49,8576,59,,52,48,34,52,38,47,53,3,2.4
4769,4769,8521,64,,62,49,53,66,44,34,51,9873,49,,50,51,60,61,43,57,51,1,1.7
4769,4769,8689,60,,42,48,53,64,43,47,48,9831,48,,66,49,51,34,26,47,64,3,2.3
4769,4769,8592,48,,50,49,51,48,44,48,51,4087,53,,44,52,52,64,47,56,50,1,0.4
4769,4769,10249,52,,47,48,49,52,34,43,37,9853,49,,52,48,52,52,35,44,50,3,2.2
4769,4769,9837,61,,48,48,52,50,33,44,50,8481,49,,49,52,53,67,43,46,50,1,1.3
4769,4769,9874,63,,39,63,72,49,54,43,49,10242,49,,51,52,49,49,43,42,52,1,1.2
4769,4769,9941,49,,53,52,34,36,36,45,49,9851,64,,41,49,52,64,46,44,51,3,2.25
4769,4769,8639,34,,23,63,52,49,58,56,48,9748,49,,52,49,54,67,46,47,47,3,2.3
4769,4769,8576,59,,52,48,34,52,38,47,53,8521,64,,62,49,53,66,44,34,51,1,0.91
4769,4769,4087,53,,44,52,52,64,47,56,50,8689,60,,42,48,53,64,43,47,48,3,2.1
4769,4769,9748,49,,52,49,54,67,46,47,47,9827,49,,37,49,64,51,44,46,49,2,3
4769,4769,8481,49,,49,52,53,67,43,46,50,10249,52,,47,48,49,52,34,43,37,2,1.4
4769,4769,9831,48,,66,49,51,34,26,47,64,7794,50,,50,50,51,49,44,45,50,3,2
4769,4769,9847,49,,41,62,52,60,49,46,52,9874,63,,39,63,72,49,54,43,49,1,0.2
4769,4769,9851,64,,41,49,52,64,46,44,51,8639,34,,23,63,52,49,58,56,48,1,1.5
4769,4769,9853,49,,52,48,52,52,35,44,50,9837,61,,48,48,52,50,33,44,50,3,2.6
4769,4769,10242,49,,51,52,49,49,43,42,52,9941,49,,53,52,34,36,36,45,49,2,1.5
4769,4769,9873,49,,50,51,60,61,43,57,51,8592,48,,50,49,51,48,44,48,51,1,2.3
4769,4769,7794,50,,50,50,51,49,44,45,50,10242,49,,51,52,49,49,43,42,52,1,0.75
4769,4769,8521,64,,62,49,53,66,44,34,51,9827,49,,37,49,64,51,44,46,49,3,2
4769,4769,8639,34,,23,63,52,49,58,56,48,8576,59,,52,48,34,52,38,47,53,1,0.4
4769,4769,8689,60,,42,48,53,64,43,47,48,9748,49,,52,49,54,67,46,47,47,3,2.1
4769,4769,10249,52,,47,48,49,52,34,43,37,4087,53,,44,52,52,64,47,56,50,2,4.5
4769,4769,9837,61,,48,48,52,50,33,44,50,9831,48,,66,49,51,34,26,47,64,1,1.2
4769,4769,9853,49,,52,48,52,52,35,44,50,8481,49,,49,52,53,67,43,46,50,1,0.62
4769,4769,9874,63,,39,63,72,49,54,43,49,9851,64,,41,49,52,64,46,44,51,2,1.38
4769,4769,9941,49,,53,52,34,36,36,45,49,9873,49,,50,51,60,61,43,57,51,3,2.25
4769,4769,8592,48,,50,49,51,48,44,48,51,9847,49,,41,62,52,60,49,46,52,3,2.2
4769,4769,8576,59,,52,48,34,52,38,47,53,7794,50,,50,50,51,49,44,45,50,3,2.2
4769,4769,9827,49,,37,49,64,51,44,46,49,8639,34,,23,63,52,49,58,56,48,3,2
4769,4769,4087,53,,44,52,52,64,47,56,50,9941,49,,53,52,34,36,36,45,49,2,1.8
4769,4769,9748,49,,52,49,54,67,46,47,47,8521,64,,62,49,53,66,44,34,51,1,0.33
4769,4769,8481,49,,49,52,53,67,43,46,50,9874,63,,39,63,72,49,54,43,49,3,2.2
4769,4769,9831,48,,66,49,51,34,26,47,64,9853,49,,52,48,52,52,35,44,50,3,2.1
4769,4769,9847,49,,41,62,52,60,49,46,52,9837,61,,48,48,52,50,33,44,50,1,0.2
4769,4769,9851,64,,41,49,52,64,46,44,51,10249,52,,47,48,49,52,34,43,37,1,1.2
4769,4769,10242,49,,51,52,49,49,43,42,52,8592,48,,50,49,51,48,44,48,51,1,4
4769,4769,9873,49,,50,51,60,61,43,57,51,8689,60,,42,48,53,64,43,47,48,1,1.1
4769,4769,8576,59,,52,48,34,52,38,47,53,9853,49,,52,48,52,52,35,44,50,2,1.2
4769,4769,9827,49,,37,49,64,51,44,46,49,9829,52,,48,37,37,37,35,34,51,2,1.5
4769,4769,4087,53,,44,52,52,64,47,56,50,9874,63,,39,63,72,49,54,43,49,3,2.1
4769,4769,9747,52,,48,53,49,48,33,43,49,8592,48,,50,49,51,48,44,48,51,2,1.2
4769,4769,8639,34,,23,63,52,49,58,56,48,8689,60,,42,48,53,64,43,47,48,1,0.62
4769,4769,9748,49,,52,49,54,67,46,47,47,9831,48,,66,49,51,34,26,47,64,1,0.73
4769,4769,10249,52,,47,48,49,52,34,43,37,9847,49,,41,62,52,60,49,46,52,3,2.5
4769,4769,9830,46,,51,52,34,49,47,43,50,7794,50,,50,50,51,49,44,45,50,1,1.25
4769,4769,9851,64,,41,49,52,64,46,44,51,9837,61,,48,48,52,50,33,44,50,1,0.7
4769,4769,9873,49,,50,51,60,61,43,57,51,9941,49,,53,52,34,36,36,45,49,1,1.5
4769,4769,8576,59,,52,48,34,52,38,47,53,9830,46,,51,52,44,49,47,51,54,2,1.38
4769,4769,4087,53,,44,52,52,64,47,56,50,9747,52,,48,53,49,59,46,43,49,2,2.25
4769,4769,9748,49,,52,49,54,67,46,47,47,9827,49,,37,49,64,51,44,46,49,3,2.3
4769,4769,10249,52,,47,48,49,52,34,43,37,8639,34,,42,63,52,49,47,42,48,2,1.5
4769,4769,9831,48,,66,49,66,34,56,47,64,8592,48,,50,49,77,64,44,48,54,1,1.63
4769,4769,9847,49,,41,62,52,60,49,46,52,7794,50,,50,50,51,49,44,45,50,1,0.2
4769,4769,9837,61,,48,48,52,50,33,44,50,9941,49,,53,52,34,36,36,45,49,2,1.8
4769,4769,9851,64,,41,49,52,64,46,44,51,9873,49,,50,51,76,61,43,57,51,3,2.4
4769,4769,9853,49,,52,48,52,52,35,44,50,8689,60,,42,48,53,64,43,47,48,1,0.6
4769,4769,9874,63,,39,63,64,49,54,43,49,9829,52,,48,37,37,37,35,34,51,3,3
4769,4769,7794,50,,50,50,51,49,44,45,50,9831,48,,66,49,66,34,56,47,64,1,1.38
4769,4769,9827,49,,37,49,64,51,44,46,49,10249,52,,47,48,49,52,34,43,37,1,1.1
4769,4769,9747,52,,48,53,49,59,46,43,49,8576,59,,52,48,34,52,38,47,53,1,0.75
4769,4769,8689,60,,42,48,53,64,43,47,48,9874,63,,39,63,64,49,54,43,49,1,0.75
4769,4769,8592,48,,50,49,77,64,44,48,54,9837,61,,48,48,52,50,33,44,50,2,5.5
4769,4769,9829,52,,48,37,37,37,35,34,51,9748,49,,52,49,54,67,46,47,47,1,0.4
4769,4769,9830,46,,51,52,44,49,47,51,54,8639,34,,42,63,52,49,47,42,48,2,1.63
4769,4769,9853,49,,52,48,52,52,35,44,50,9847,49,,41,62,52,60,49,46,52,3,2.5
4769,4769,9941,49,,53,52,34,36,36,45,49,9851,64,,41,49,52,64,46,44,51,2,3
